Chapter,Article Number,Paragraph Num,Title,Content,Links,Source
5,45,2.2,Transfers on the basis of an adequacy decision,"the existence and effective functioning of one or more independent supervisory authorities in the third country or to which an international organisation is subject, with responsibility for ensuring and enforcing compliance with the data protection rules, including adequate enforcement powers, for assisting and advising the data subjects in exercising their rights and for cooperation with the supervisory authorities of the Member States; and",https://gdpr-info.eu/art-45-gdpr/,
5,45,2.3,Transfers on the basis of an adequacy decision,"the international commitments the third country or international organisation concerned has entered into, or other obligations arising from legally binding conventions or instruments as well as from its participation in multilateral or regional systems, in particular in relation to the protection of personal data.",https://gdpr-info.eu/art-45-gdpr/,
5,45,3,Transfers on the basis of an adequacy decision,"the rule of law, respect for human rights and fundamental freedoms, relevant legislation, both general and sectoral, including concerning public security, defence, national security and criminal law and the access of public authorities to personal data, as well as the implementation of such legislation, data protection rules, professional rules and security measures, including rules for the onward transfer of personal data to another third country or international organisation which are complied with in that country or international organisation, case-law, as well as effective and enforceable data subject rights and effective administrative and judicial redress for the data subjects whose personal data are being transferred;",https://gdpr-info.eu/art-45-gdpr/,
5,45,4,Transfers on the basis of an adequacy decision,"the existence and effective functioning of one or more independent supervisory authorities in the third country or to which an international organisation is subject, with responsibility for ensuring and enforcing compliance with the data protection rules, including adequate enforcement powers, for assisting and advising the data subjects in exercising their rights and for cooperation with the supervisory authorities of the Member States; and",https://gdpr-info.eu/art-45-gdpr/,
5,45,5,Transfers on the basis of an adequacy decision,"the international commitments the third country or international organisation concerned has entered into, or other obligations arising from legally binding conventions or instruments as well as from its participation in multilateral or regional systems, in particular in relation to the protection of personal data.",https://gdpr-info.eu/art-45-gdpr/,
5,45,6,Transfers on the basis of an adequacy decision,"1The Commission, after assessing the adequacy of the level of protection, may decide, by means of implementing act, that a third country, a territory or one or more specified sectors within a third country, or an international organisation ensures an adequate level of protection within the meaning of paragraph 2 of this Article.2The implementing act shall provide for a mechanism for a periodic review, at least every four years, which shall take into account all relevant developments in the third country or international organisation.3The implementing act shall specify its territorial and sectoral application and, where applicable, identify the supervisory authority or authorities referred to in point (b) of paragraph 2 of this Article.4The implementing act shall be adopted in accordance with the examination procedure referred to inArticle 93(2).",https://gdpr-info.eu/art-45-gdpr/,https://gdpr-info.eu/art-93-gdpr/
5,45,7,Transfers on the basis of an adequacy decision,"The Commission shall, on an ongoing basis, monitor developments in third countries and international organisations that could affect the functioning of decisions adopted pursuant to paragraph 3 of this Article and decisions adopted on the basis of Article 25(6) ofDirective 95/46/EC.",https://gdpr-info.eu/art-45-gdpr/,http://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31995L0046
5,45,8,Transfers on the basis of an adequacy decision,"1The Commission shall, where available information reveals, in particular following the review referred to in paragraph 3 of this Article, that a third country, a territory or one or more specified sectors within a third country, or an international organisation no longer ensures an adequate level of protection within the meaning of paragraph 2 of this Article, to the extent necessary, repeal, amend or suspend the decision referred to in paragraph 3 of this Article by means of implementing acts without retro-active effect.2Those implementing acts shall be adopted in accordance with the examination procedure referred to inArticle 93(2).3On duly justified imperative grounds of urgency, the Commission shall adopt immediately applicable implementing acts in accordance with the procedure referred to inArticle 93(3).",https://gdpr-info.eu/art-45-gdpr/,"https://gdpr-info.eu/art-93-gdpr/, https://gdpr-info.eu/art-93-gdpr/"
5,45,9,Transfers on the basis of an adequacy decision,The Commission shall enter into consultations with the third country or international organisation with a view to remedying the situation giving rise to the decision made pursuant to paragraph 5.,https://gdpr-info.eu/art-45-gdpr/,
5,45,10,Transfers on the basis of an adequacy decision,"A decision pursuant to paragraph 5 of this Article is without prejudice to transfers of personal data to the third country, a territory or one or more specified sectors within that third country, or the international organisation in question pursuant toArticles 46to49.",https://gdpr-info.eu/art-45-gdpr/,"https://gdpr-info.eu/art-46-gdpr/, https://gdpr-info.eu/art-49-gdpr/"
5,45,11,Transfers on the basis of an adequacy decision,"The Commission shall publish in theOfficial Journal of the European Unionand on its website a list of the third countries, territories and specified sectors within a third country and international organisations for which it has decided that an adequate level of protection is or is no longer ensured.",https://gdpr-info.eu/art-45-gdpr/,
5,45,12,Transfers on the basis of an adequacy decision,"Decisions adopted by the Commission on the basis of Article 25(6) ofDirective 95/46/ECshall remain in force until amended, replaced or repealed by a Commission Decision adopted in accordance with paragraph 3 or 5 of this Article.",https://gdpr-info.eu/art-45-gdpr/,http://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31995L0046
5,46,1,Transfers subject to appropriate safeguards,"In the absence of a decision pursuant toArticle 45(3), a controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards, and on condition that enforceable data subject rights and effective legal remedies for data subjects are available.",https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-45-gdpr/
5,46,2,Transfers subject to appropriate safeguards,"The appropriate safeguards referred to in paragraph 1 may be provided for, without requiring any specific authorisation from a supervisory authority, by:a legally binding and enforceable instrument between public authorities or bodies;binding corporate rules in accordance withArticle 47;standard data protection clauses adopted by the Commission in accordance with the examination procedure referred to inArticle 93(2);standard data protection clauses adopted by a supervisory authority and approved by the Commission pursuant to the examination procedure referred to inArticle 93(2);an approved code of conduct pursuant toArticle 40together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects’ rights; oran approved certification mechanism pursuant toArticle 42together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects’ rights.",https://gdpr-info.eu/art-46-gdpr/,"https://gdpr-info.eu/art-47-gdpr/, https://gdpr-info.eu/art-93-gdpr/, https://gdpr-info.eu/art-93-gdpr/, https://gdpr-info.eu/art-40-gdpr/, https://gdpr-info.eu/art-42-gdpr/"
5,46,2.1,Transfers subject to appropriate safeguards,a legally binding and enforceable instrument between public authorities or bodies;,https://gdpr-info.eu/art-46-gdpr/,
5,46,2.2,Transfers subject to appropriate safeguards,binding corporate rules in accordance withArticle 47;,https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-47-gdpr/
5,46,2.3,Transfers subject to appropriate safeguards,standard data protection clauses adopted by the Commission in accordance with the examination procedure referred to inArticle 93(2);,https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-93-gdpr/
5,46,2.4,Transfers subject to appropriate safeguards,standard data protection clauses adopted by a supervisory authority and approved by the Commission pursuant to the examination procedure referred to inArticle 93(2);,https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-93-gdpr/
5,46,2.5,Transfers subject to appropriate safeguards,"an approved code of conduct pursuant toArticle 40together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects’ rights; or",https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-40-gdpr/
5,46,2.6,Transfers subject to appropriate safeguards,"an approved certification mechanism pursuant toArticle 42together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects’ rights.",https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-42-gdpr/
5,46,3,Transfers subject to appropriate safeguards,a legally binding and enforceable instrument between public authorities or bodies;,https://gdpr-info.eu/art-46-gdpr/,
5,46,4,Transfers subject to appropriate safeguards,binding corporate rules in accordance withArticle 47;,https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-47-gdpr/
5,46,5,Transfers subject to appropriate safeguards,standard data protection clauses adopted by the Commission in accordance with the examination procedure referred to inArticle 93(2);,https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-93-gdpr/
5,46,6,Transfers subject to appropriate safeguards,standard data protection clauses adopted by a supervisory authority and approved by the Commission pursuant to the examination procedure referred to inArticle 93(2);,https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-93-gdpr/
5,46,7,Transfers subject to appropriate safeguards,"an approved code of conduct pursuant toArticle 40together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects’ rights; or",https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-40-gdpr/
5,46,8,Transfers subject to appropriate safeguards,"an approved certification mechanism pursuant toArticle 42together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects’ rights.",https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-42-gdpr/
5,46,9,Transfers subject to appropriate safeguards,"Subject to the authorisation from the competent supervisory authority, the appropriate safeguards referred to in paragraph 1 may also be provided for, in particular, by:contractual clauses between the controller or processor and the controller, processor or the recipient of the personal data in the third country or international organisation; orprovisions to be inserted into administrative arrangements between public authorities or bodies which include enforceable and effective data subject rights.",https://gdpr-info.eu/art-46-gdpr/,
5,46,9.1,Transfers subject to appropriate safeguards,"contractual clauses between the controller or processor and the controller, processor or the recipient of the personal data in the third country or international organisation; or",https://gdpr-info.eu/art-46-gdpr/,
5,46,9.2,Transfers subject to appropriate safeguards,provisions to be inserted into administrative arrangements between public authorities or bodies which include enforceable and effective data subject rights.,https://gdpr-info.eu/art-46-gdpr/,
5,46,10,Transfers subject to appropriate safeguards,"contractual clauses between the controller or processor and the controller, processor or the recipient of the personal data in the third country or international organisation; or",https://gdpr-info.eu/art-46-gdpr/,
5,46,11,Transfers subject to appropriate safeguards,provisions to be inserted into administrative arrangements between public authorities or bodies which include enforceable and effective data subject rights.,https://gdpr-info.eu/art-46-gdpr/,
5,46,12,Transfers subject to appropriate safeguards,The supervisory authority shall apply the consistency mechanism referred to inArticle 63in the cases referred to in paragraph 3 of this Article.,https://gdpr-info.eu/art-46-gdpr/,https://gdpr-info.eu/art-63-gdpr/
5,46,13,Transfers subject to appropriate safeguards,"1Authorisations by a Member State or supervisory authority on the basis of Article 26(2) ofDirective 95/46/ECshall remain valid until amended, replaced or repealed, if necessary, by that supervisory authority.2Decisions adopted by the Commission on the basis of Article 26(4) ofDirective 95/46/ECshall remain in force until amended, replaced or repealed, if necessary, by a Commission Decision adopted in accordance with paragraph 2 of this Article.",https://gdpr-info.eu/art-46-gdpr/,"http://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31995L0046, http://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31995L0046"
5,47,1,Binding corporate rules,"The competent supervisory authority shall approve binding corporate rules in accordance with the consistency mechanism set out inArticle 63, provided that they:are legally binding and apply to and are enforced by every member concerned of the group of undertakings, or group of enterprises engaged in a joint economic activity, including their employees;expressly confer enforceable rights on data subjects with regard to the processing of their personal data; andfulfil the requirements laid down in paragraph 2.",https://gdpr-info.eu/art-47-gdpr/,https://gdpr-info.eu/art-63-gdpr/
5,47,1.1,Binding corporate rules,"are legally binding and apply to and are enforced by every member concerned of the group of undertakings, or group of enterprises engaged in a joint economic activity, including their employees;",https://gdpr-info.eu/art-47-gdpr/,
5,47,1.2,Binding corporate rules,expressly confer enforceable rights on data subjects with regard to the processing of their personal data; and,https://gdpr-info.eu/art-47-gdpr/,
5,47,1.3,Binding corporate rules,fulfil the requirements laid down in paragraph 2.,https://gdpr-info.eu/art-47-gdpr/,
5,47,2,Binding corporate rules,"are legally binding and apply to and are enforced by every member concerned of the group of undertakings, or group of enterprises engaged in a joint economic activity, including their employees;",https://gdpr-info.eu/art-47-gdpr/,
5,47,3,Binding corporate rules,expressly confer enforceable rights on data subjects with regard to the processing of their personal data; and,https://gdpr-info.eu/art-47-gdpr/,
5,47,4,Binding corporate rules,fulfil the requirements laid down in paragraph 2.,https://gdpr-info.eu/art-47-gdpr/,
5,47,5,Binding corporate rules,"The binding corporate rules referred to in paragraph 1 shall specify at least:the structure and contact details of the group of undertakings, or group of enterprises engaged in a joint economic activity and of each of its members;the data transfers or set of transfers, including the categories of personal data, the type of processing and its purposes, the type of data subjects affected and the identification of the third country or countries in question;their legally binding nature, both internally and externally;the application of the general data protection principles, in particular purpose limitation, data minimisation, limited storage periods, data quality, data protection by design and by default, legal basis for processing, processing of special categories of personal data, measures to ensure data security, and the requirements in respect of onward transfers to bodies not bound by the binding corporate rules;the rights of data subjects in regard to processing and the means to exercise those rights, including the right not to be subject to decisions based solely on automated processing, including profiling in accordance withArticle 22, the right to lodge a complaint with the competent supervisory authority and before the competent courts of the Member States in accordance withArticle 79, and to obtain redress and, where appropriate, compensation for a breach of the binding corporate rules;the acceptance by the controller or processor established on the territory of a Member State of liability for any breaches of the binding corporate rules by any member concerned not established in the Union; the controller or the processor shall be exempt from that liability, in whole or in part, only if it proves that that member is not responsible for the event giving rise to the damage;how the information on the binding corporate rules, in particular on the provisions referred to in points (d), (e) and (f) of this paragraph is provided to the data subjects in addition toArticles 13and14;the tasks of any data protection officer designated in accordance withArticle 37or any other person or entity in charge of the monitoring compliance with the binding corporate rules within the group of undertakings, or group of enterprises engaged in a joint economic activity, as well as monitoring training and complaint-handling;the complaint procedures;the mechanisms within the group of undertakings, or group of enterprises engaged in a joint economic activity for ensuring the verification of compliance with the binding corporate rules. Such mechanisms shall include data protection audits and methods for ensuring corrective actions to protect the rights of the data subject. Results of such verification should be communicated to the person or entity referred to in point (h) and to the board of the controlling undertaking of a group of undertakings, or of the group of enterprises engaged in a joint economic activity, and should be available upon request to the competent supervisory authority;the mechanisms for reporting and recording changes to the rules and reporting those changes to the supervisory authority;the cooperation mechanism with the supervisory authority to ensure compliance by any member of the group of undertakings, or group of enterprises engaged in a joint economic activity, in particular by making available to the supervisory authority the results of verifications of the measures referred to in point (j);the mechanisms for reporting to the competent supervisory authority any legal requirements to which a member of the group of undertakings, or group of enterprises engaged in a joint economic activity is subject in a third country which are likely to have a substantial adverse effect on the guarantees provided by the binding corporate rules; andthe appropriate data protection training to personnel having permanent or regular access to personal data.",https://gdpr-info.eu/art-47-gdpr/,"https://gdpr-info.eu/art-22-gdpr/, https://gdpr-info.eu/art-79-gdpr/, https://gdpr-info.eu/art-13-gdpr/, https://gdpr-info.eu/art-14-gdpr/, https://gdpr-info.eu/art-37-gdpr/"
5,47,5.1,Binding corporate rules,"the structure and contact details of the group of undertakings, or group of enterprises engaged in a joint economic activity and of each of its members;",https://gdpr-info.eu/art-47-gdpr/,
5,47,5.2,Binding corporate rules,"the data transfers or set of transfers, including the categories of personal data, the type of processing and its purposes, the type of data subjects affected and the identification of the third country or countries in question;",https://gdpr-info.eu/art-47-gdpr/,
5,47,5.3,Binding corporate rules,"their legally binding nature, both internally and externally;",https://gdpr-info.eu/art-47-gdpr/,
5,47,5.4,Binding corporate rules,"the application of the general data protection principles, in particular purpose limitation, data minimisation, limited storage periods, data quality, data protection by design and by default, legal basis for processing, processing of special categories of personal data, measures to ensure data security, and the requirements in respect of onward transfers to bodies not bound by the binding corporate rules;",https://gdpr-info.eu/art-47-gdpr/,
5,47,5.5,Binding corporate rules,"the rights of data subjects in regard to processing and the means to exercise those rights, including the right not to be subject to decisions based solely on automated processing, including profiling in accordance withArticle 22, the right to lodge a complaint with the competent supervisory authority and before the competent courts of the Member States in accordance withArticle 79, and to obtain redress and, where appropriate, compensation for a breach of the binding corporate rules;",https://gdpr-info.eu/art-47-gdpr/,"https://gdpr-info.eu/art-22-gdpr/, https://gdpr-info.eu/art-79-gdpr/"
5,47,5.6,Binding corporate rules,"the acceptance by the controller or processor established on the territory of a Member State of liability for any breaches of the binding corporate rules by any member concerned not established in the Union; the controller or the processor shall be exempt from that liability, in whole or in part, only if it proves that that member is not responsible for the event giving rise to the damage;",https://gdpr-info.eu/art-47-gdpr/,
5,47,5.7,Binding corporate rules,"how the information on the binding corporate rules, in particular on the provisions referred to in points (d), (e) and (f) of this paragraph is provided to the data subjects in addition toArticles 13and14;",https://gdpr-info.eu/art-47-gdpr/,"https://gdpr-info.eu/art-13-gdpr/, https://gdpr-info.eu/art-14-gdpr/"
5,47,5.8,Binding corporate rules,"the tasks of any data protection officer designated in accordance withArticle 37or any other person or entity in charge of the monitoring compliance with the binding corporate rules within the group of undertakings, or group of enterprises engaged in a joint economic activity, as well as monitoring training and complaint-handling;",https://gdpr-info.eu/art-47-gdpr/,https://gdpr-info.eu/art-37-gdpr/
5,47,5.9,Binding corporate rules,the complaint procedures;,https://gdpr-info.eu/art-47-gdpr/,
5,47,5.10,Binding corporate rules,"the mechanisms within the group of undertakings, or group of enterprises engaged in a joint economic activity for ensuring the verification of compliance with the binding corporate rules. Such mechanisms shall include data protection audits and methods for ensuring corrective actions to protect the rights of the data subject. Results of such verification should be communicated to the person or entity referred to in point (h) and to the board of the controlling undertaking of a group of undertakings, or of the group of enterprises engaged in a joint economic activity, and should be available upon request to the competent supervisory authority;",https://gdpr-info.eu/art-47-gdpr/,
5,47,5.11,Binding corporate rules,the mechanisms for reporting and recording changes to the rules and reporting those changes to the supervisory authority;,https://gdpr-info.eu/art-47-gdpr/,
5,47,5.12,Binding corporate rules,"the cooperation mechanism with the supervisory authority to ensure compliance by any member of the group of undertakings, or group of enterprises engaged in a joint economic activity, in particular by making available to the supervisory authority the results of verifications of the measures referred to in point (j);",https://gdpr-info.eu/art-47-gdpr/,
5,47,5.13,Binding corporate rules,"the mechanisms for reporting to the competent supervisory authority any legal requirements to which a member of the group of undertakings, or group of enterprises engaged in a joint economic activity is subject in a third country which are likely to have a substantial adverse effect on the guarantees provided by the binding corporate rules; and",https://gdpr-info.eu/art-47-gdpr/,
5,47,5.14,Binding corporate rules,the appropriate data protection training to personnel having permanent or regular access to personal data.,https://gdpr-info.eu/art-47-gdpr/,
5,47,6,Binding corporate rules,"the structure and contact details of the group of undertakings, or group of enterprises engaged in a joint economic activity and of each of its members;",https://gdpr-info.eu/art-47-gdpr/,
5,47,7,Binding corporate rules,"the data transfers or set of transfers, including the categories of personal data, the type of processing and its purposes, the type of data subjects affected and the identification of the third country or countries in question;",https://gdpr-info.eu/art-47-gdpr/,
5,47,8,Binding corporate rules,"their legally binding nature, both internally and externally;",https://gdpr-info.eu/art-47-gdpr/,
5,47,9,Binding corporate rules,"the application of the general data protection principles, in particular purpose limitation, data minimisation, limited storage periods, data quality, data protection by design and by default, legal basis for processing, processing of special categories of personal data, measures to ensure data security, and the requirements in respect of onward transfers to bodies not bound by the binding corporate rules;",https://gdpr-info.eu/art-47-gdpr/,
5,47,10,Binding corporate rules,"the rights of data subjects in regard to processing and the means to exercise those rights, including the right not to be subject to decisions based solely on automated processing, including profiling in accordance withArticle 22, the right to lodge a complaint with the competent supervisory authority and before the competent courts of the Member States in accordance withArticle 79, and to obtain redress and, where appropriate, compensation for a breach of the binding corporate rules;",https://gdpr-info.eu/art-47-gdpr/,"https://gdpr-info.eu/art-22-gdpr/, https://gdpr-info.eu/art-79-gdpr/"
5,47,11,Binding corporate rules,"the acceptance by the controller or processor established on the territory of a Member State of liability for any breaches of the binding corporate rules by any member concerned not established in the Union; the controller or the processor shall be exempt from that liability, in whole or in part, only if it proves that that member is not responsible for the event giving rise to the damage;",https://gdpr-info.eu/art-47-gdpr/,
5,47,12,Binding corporate rules,"how the information on the binding corporate rules, in particular on the provisions referred to in points (d), (e) and (f) of this paragraph is provided to the data subjects in addition toArticles 13and14;",https://gdpr-info.eu/art-47-gdpr/,"https://gdpr-info.eu/art-13-gdpr/, https://gdpr-info.eu/art-14-gdpr/"
5,47,13,Binding corporate rules,"the tasks of any data protection officer designated in accordance withArticle 37or any other person or entity in charge of the monitoring compliance with the binding corporate rules within the group of undertakings, or group of enterprises engaged in a joint economic activity, as well as monitoring training and complaint-handling;",https://gdpr-info.eu/art-47-gdpr/,https://gdpr-info.eu/art-37-gdpr/
5,47,14,Binding corporate rules,the complaint procedures;,https://gdpr-info.eu/art-47-gdpr/,
5,47,15,Binding corporate rules,"the mechanisms within the group of undertakings, or group of enterprises engaged in a joint economic activity for ensuring the verification of compliance with the binding corporate rules. Such mechanisms shall include data protection audits and methods for ensuring corrective actions to protect the rights of the data subject. Results of such verification should be communicated to the person or entity referred to in point (h) and to the board of the controlling undertaking of a group of undertakings, or of the group of enterprises engaged in a joint economic activity, and should be available upon request to the competent supervisory authority;",https://gdpr-info.eu/art-47-gdpr/,
5,47,16,Binding corporate rules,the mechanisms for reporting and recording changes to the rules and reporting those changes to the supervisory authority;,https://gdpr-info.eu/art-47-gdpr/,
5,47,17,Binding corporate rules,"the cooperation mechanism with the supervisory authority to ensure compliance by any member of the group of undertakings, or group of enterprises engaged in a joint economic activity, in particular by making available to the supervisory authority the results of verifications of the measures referred to in point (j);",https://gdpr-info.eu/art-47-gdpr/,
5,47,18,Binding corporate rules,"the mechanisms for reporting to the competent supervisory authority any legal requirements to which a member of the group of undertakings, or group of enterprises engaged in a joint economic activity is subject in a third country which are likely to have a substantial adverse effect on the guarantees provided by the binding corporate rules; and",https://gdpr-info.eu/art-47-gdpr/,
5,47,19,Binding corporate rules,the appropriate data protection training to personnel having permanent or regular access to personal data.,https://gdpr-info.eu/art-47-gdpr/,
5,47,20,Binding corporate rules,"1The Commission may specify the format and procedures for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules within the meaning of this Article.2Those implementing acts shall be adopted in accordance with the examination procedure set out inArticle 93(2).",https://gdpr-info.eu/art-47-gdpr/,https://gdpr-info.eu/art-93-gdpr/
5,48,0,Transfers or disclosures not authorised by Union law,"Any judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data may only be recognised or enforceable in any manner if based on an international agreement, such as a mutual legal assistance treaty, in force between the requesting third country and the Union or a Member State, without prejudice to other grounds for transfer pursuant to this Chapter.",https://gdpr-info.eu/art-48-gdpr/,
5,49,0,Derogations for specific situations,"2Where a transfer could not be based on a provision inArticle 45or46, including the provisions on binding corporate rules, and none of the derogations for a specific situation referred to in the first subparagraph of this paragraph is applicable, a transfer to a third country or an international organisation may take place only if the transfer is not repetitive, concerns only a limited number of data subjects, is necessary for the purposes of compelling legitimate interests pursued by the controller which are not overridden by the interests or rights and freedoms of the data subject, and the controller has assessed all the circumstances surrounding the data transfer and has on the basis of that assessment provided suitable safeguards with regard to the protection of personal data.3The controller shall inform the supervisory authority of the transfer.4The controller shall, in addition to providing the information referred to inArticles 13and14, inform the data subject of the transfer and on the compelling legitimate interests pursued.",https://gdpr-info.eu/art-49-gdpr/,"https://gdpr-info.eu/art-45-gdpr/, https://gdpr-info.eu/art-46-gdpr/, https://gdpr-info.eu/art-13-gdpr/, https://gdpr-info.eu/art-14-gdpr/"
5,49,1,Derogations for specific situations,"1In the absence of an adequacy decision pursuant toArticle 45(3), or of appropriate safeguards pursuant toArticle 46, including binding corporate rules, a transfer or a set of transfers of personal data to a third country or an international organisation shall take place only on one of the following conditions:the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers for the data subject due to the absence of an adequacy decision and appropriate safeguards;the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of pre-contractual measures taken at the data subject’s request;the transfer is necessary for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and another natural or legal person;the transfer is necessary for important reasons of public interest;the transfer is necessary for the establishment, exercise or defence of legal claims;the transfer is necessary in order to protect the vital interests of the data subject or of other persons, where the data subject is physically or legally incapable of giving consent;the transfer is made from a register which according to Union or Member State law is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate a legitimate interest, but only to the extent that the conditions laid down by Union or Member State law for consultation are fulfilled in the particular case.2Where a transfer could not be based on a provision inArticle 45or46, including the provisions on binding corporate rules, and none of the derogations for a specific situation referred to in the first subparagraph of this paragraph is applicable, a transfer to a third country or an international organisation may take place only if the transfer is not repetitive, concerns only a limited number of data subjects, is necessary for the purposes of compelling legitimate interests pursued by the controller which are not overridden by the interests or rights and freedoms of the data subject, and the controller has assessed all the circumstances surrounding the data transfer and has on the basis of that assessment provided suitable safeguards with regard to the protection of personal data.3The controller shall inform the supervisory authority of the transfer.4The controller shall, in addition to providing the information referred to inArticles 13and14, inform the data subject of the transfer and on the compelling legitimate interests pursued.",https://gdpr-info.eu/art-49-gdpr/,"https://gdpr-info.eu/art-45-gdpr/, https://gdpr-info.eu/art-46-gdpr/, https://gdpr-info.eu/art-45-gdpr/, https://gdpr-info.eu/art-46-gdpr/, https://gdpr-info.eu/art-13-gdpr/, https://gdpr-info.eu/art-14-gdpr/"
5,49,1.1,Derogations for specific situations,"the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers for the data subject due to the absence of an adequacy decision and appropriate safeguards;",https://gdpr-info.eu/art-49-gdpr/,
5,49,1.2,Derogations for specific situations,the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of pre-contractual measures taken at the data subject’s request;,https://gdpr-info.eu/art-49-gdpr/,
5,49,1.3,Derogations for specific situations,the transfer is necessary for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and another natural or legal person;,https://gdpr-info.eu/art-49-gdpr/,
5,49,1.4,Derogations for specific situations,the transfer is necessary for important reasons of public interest;,https://gdpr-info.eu/art-49-gdpr/,
5,49,1.5,Derogations for specific situations,"the transfer is necessary for the establishment, exercise or defence of legal claims;",https://gdpr-info.eu/art-49-gdpr/,
5,49,1.6,Derogations for specific situations,"the transfer is necessary in order to protect the vital interests of the data subject or of other persons, where the data subject is physically or legally incapable of giving consent;",https://gdpr-info.eu/art-49-gdpr/,
5,49,1.7,Derogations for specific situations,"the transfer is made from a register which according to Union or Member State law is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate a legitimate interest, but only to the extent that the conditions laid down by Union or Member State law for consultation are fulfilled in the particular case.",https://gdpr-info.eu/art-49-gdpr/,
5,49,2,Derogations for specific situations,"the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers for the data subject due to the absence of an adequacy decision and appropriate safeguards;",https://gdpr-info.eu/art-49-gdpr/,
5,49,3,Derogations for specific situations,the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of pre-contractual measures taken at the data subject’s request;,https://gdpr-info.eu/art-49-gdpr/,
5,49,4,Derogations for specific situations,the transfer is necessary for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and another natural or legal person;,https://gdpr-info.eu/art-49-gdpr/,
5,49,5,Derogations for specific situations,the transfer is necessary for important reasons of public interest;,https://gdpr-info.eu/art-49-gdpr/,
5,49,6,Derogations for specific situations,"the transfer is necessary for the establishment, exercise or defence of legal claims;",https://gdpr-info.eu/art-49-gdpr/,
5,49,7,Derogations for specific situations,"the transfer is necessary in order to protect the vital interests of the data subject or of other persons, where the data subject is physically or legally incapable of giving consent;",https://gdpr-info.eu/art-49-gdpr/,
5,49,8,Derogations for specific situations,"the transfer is made from a register which according to Union or Member State law is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate a legitimate interest, but only to the extent that the conditions laid down by Union or Member State law for consultation are fulfilled in the particular case.",https://gdpr-info.eu/art-49-gdpr/,
5,49,9,Derogations for specific situations,"1A transfer pursuant to point (g) of the first subparagraph of paragraph 1 shall not involve the entirety of the personal data or entire categories of the personal data contained in the register.2Where the register is intended for consultation by persons having a legitimate interest, the transfer shall be made only at the request of those persons or if they are to be the recipients.",https://gdpr-info.eu/art-49-gdpr/,
5,49,10,Derogations for specific situations,"Points (a), (b) and (c) of the first subparagraph of paragraph 1 and the second subparagraph thereof shall not apply to activities carried out by public authorities in the exercise of their public powers.",https://gdpr-info.eu/art-49-gdpr/,
5,49,11,Derogations for specific situations,The public interest referred to in point (d) of the first subparagraph of paragraph 1 shall be recognised in Union law or in the law of the Member State to which the controller is subject.,https://gdpr-info.eu/art-49-gdpr/,
5,49,12,Derogations for specific situations,"1In the absence of an adequacy decision, Union or Member State law may, for important reasons of public interest, expressly set limits to the transfer of specific categories of personal data to a third country or an international organisation.2Member States shall notify such provisions to the Commission.",https://gdpr-info.eu/art-49-gdpr/,
